Date,Open,High,Low,Close,Adj Close,Volume
2019-10-18,275.98999,277.059998,272.279999,272.809998,272.809998,100.0
2019-10-21,273.869995,274.100006,272.670013,273.790009,273.790009,45400.0
2019-10-22,275.399994,278.190002,274.929993,277.410004,277.410004,63900.0
2019-10-23,276.829987,277.290009,275.339996,276.230011,276.230011,65300.0
2019-10-24,277.700012,277.839996,274.309998,276.700012,276.700012,73700.0
2019-10-25,277.600006,277.670013,275.700012,277.070007,277.070007,58300.0
2019-10-28,278.160004,279.420013,277.290009,277.779999,277.779999,59100.0
2019-10-29,279.25,279.48999,276.809998,277.549988,277.549988,57100.0
2019-10-30,277.48999,277.48999,274.950012,275.51001,275.51001,100.0
2019-10-31,276.839996,279.040009,275.820007,275.820007,275.820007,78300.0
2019-11-01,276.170013,278.549988,275.589996,278.429993,278.429993,58500.0
2019-11-04,279.899994,282.769989,279.899994,282.540009,282.540009,77000.0
2019-11-05,282.98999,284.459991,282.269989,284.380005,284.380005,76400.0
2019-11-06,284.309998,286.429993,283.700012,284.519989,284.519989,78000.0
2019-11-07,284.040009,284.820007,283.049988,284.369995,284.369995,70700.0
2019-11-08,285.809998,286.119995,282.570007,283.130005,283.130005,73700.0
2019-11-11,283.299988,283.299988,280.399994,280.850006,280.850006,61600.0
2019-11-12,281.899994,283.649994,280.790009,283.649994,283.649994,65600.0
2019-11-13,282.279999,282.48999,280.619995,281.279999,281.279999,60100.0
2019-11-14,281.899994,283.929993,281.100006,283.929993,283.929993,79800.0
2019-11-15,283.850006,287.720001,283.299988,287.290009,287.290009,71700.0
2019-11-18,287.100006,287.779999,285.940002,287.179993,287.179993,56100.0
2019-11-19,285.73999,286.339996,283.730011,286.230011,286.230011,68200.0
2019-11-20,284.269989,285.290009,282.0,282.209991,282.209991,73600.0
2019-11-21,281.890015,282.329987,276.980011,278.279999,278.279999,81800.0
2019-11-22,278.570007,279.890015,278.140015,279.429993,279.429993,74300.0
2019-11-25,281.769989,283.529999,281.480011,282.190002,282.190002,64500.0
2019-11-26,283.089996,284.869995,281.769989,281.829987,281.829987,119500.0
2019-11-27,283.559998,284.019989,281.269989,282.850006,282.850006,60900.0
2019-11-28,281.230011,282.799988,281.049988,281.230011,281.230011,61600.0
2019-11-29,282.079987,282.100006,276.339996,276.779999,276.779999,74600.0
2019-12-02,278.269989,279.440002,276.970001,277.440002,277.440002,66600.0
2019-12-03,274.929993,276.630005,273.880005,276.190002,276.190002,67300.0
2019-12-04,274.359985,274.679993,272.529999,274.149994,274.149994,81900.0
2019-12-05,275.649994,276.630005,272.529999,273.299988,273.299988,66500.0
2019-12-06,275.190002,277.0,274.75,276.559998,276.559998,70100.0
2019-12-09,278.309998,278.75,277.019989,278.029999,278.029999,70500.0
2019-12-10,276.799988,279.75,276.619995,279.309998,279.309998,56700.0
2019-12-11,279.190002,281.029999,278.450012,280.279999,280.279999,66800.0
2019-12-12,282.619995,285.429993,282.619995,285.109985,285.109985,133600.0
2019-12-13,289.339996,290.109985,288.320007,290.109985,290.109985,99600.0
2019-12-16,289.540009,290.799988,289.359985,289.76001,289.76001,73700.0
2019-12-17,291.76001,294.5,290.519989,294.399994,294.399994,94400.0
2019-12-18,294.309998,295.850006,293.049988,294.220001,294.220001,76900.0
2019-12-19,295.059998,295.839996,292.820007,294.309998,294.309998,70200.0
2019-12-20,295.579987,295.859985,293.950012,295.309998,295.309998,76000.0
2019-12-23,295.839996,296.119995,293.809998,294.869995,294.869995,62100.0
2019-12-24,295.179993,295.25,292.470001,292.899994,292.899994,60600.0
2019-12-26,293.119995,294.070007,291.790009,294.059998,294.059998,68500.0
2019-12-27,292.369995,296.950012,291.279999,295.200012,295.200012,77500.0
2019-12-30,294.600006,295.48999,293.399994,293.769989,293.769989,55000.0
2020-01-02,294.190002,294.570007,289.959991,290.350006,290.350006,66200.0
2020-01-03,293.100006,294.880005,289.040009,290.73999,290.73999,79800.0
2020-01-06,287.730011,289.410004,287.48999,288.429993,288.429993,70000.0
2020-01-07,290.01001,292.26001,289.640015,291.230011,291.230011,65300.0
2020-01-08,288.940002,291.01001,287.299988,289.420013,289.420013,124500.0
2020-01-09,293.829987,294.410004,292.100006,294.410004,294.410004,111800.0
2020-01-10,294.799988,297.170013,294.170013,297.059998,297.059998,94200.0
2020-01-13,296.619995,300.309998,296.529999,300.130005,300.130005,81700.0
2020-01-14,302.200012,303.609985,300.690002,301.529999,301.529999,92100.0
2020-01-15,299.910004,301.130005,298.820007,299.73999,299.73999,71800.0
2020-01-16,299.929993,302.910004,298.950012,302.779999,302.779999,85700.0
2020-01-17,305.070007,306.049988,302.51001,303.299988,303.299988,81500.0
2020-01-20,304.98999,307.540009,304.769989,305.579987,305.579987,78000.0
2020-01-21,304.940002,306.089996,301.850006,302.109985,302.109985,67600.0
2020-01-22,301.790009,306.519989,301.160004,306.079987,306.079987,79300.0
2020-01-23,303.769989,304.720001,301.709991,302.329987,302.329987,86900.0
2020-01-28,294.980011,296.299988,291.299988,292.769989,292.769989,130200.0
2020-01-29,294.380005,295.670013,292.450012,293.980011,293.980011,85700.0
2020-01-30,293.269989,294.109985,287.089996,288.369995,288.369995,101500.0
2020-01-31,290.23999,291.470001,284.529999,284.529999,284.529999,101500.0
2020-02-03,280.170013,286.23999,279.779999,285.049988,285.049988,111100.0
2020-02-04,285.190002,291.380005,285.109985,290.679993,290.679993,105500.0
2020-02-05,293.570007,294.26001,290.299988,292.019989,292.019989,102600.0
2020-02-06,294.73999,300.980011,294.320007,300.649994,300.649994,110200.0
2020-02-07,299.589996,300.049988,296.01001,298.209991,298.209991,108100.0
2020-02-10,294.070007,296.730011,293.329987,296.23999,296.23999,72200.0
2020-02-11,297.910004,301.100006,297.480011,299.279999,299.279999,78400.0
2020-02-12,299.829987,302.200012,298.089996,301.540009,301.540009,110600.0
2020-02-13,302.790009,304.429993,300.480011,300.929993,300.929993,115100.0
2020-02-14,300.950012,304.200012,299.179993,303.01001,303.01001,80500.0
2020-02-17,302.839996,304.049988,300.98999,302.76001,302.76001,84300.0
2020-02-18,300.26001,301.290009,297.200012,297.73999,297.73999,84800.0
2020-02-19,299.679993,300.380005,295.529999,298.329987,298.329987,84300.0
2020-02-20,300.339996,301.350006,295.01001,296.649994,296.649994,90000.0
2020-02-21,292.160004,295.23999,291.959991,292.420013,292.420013,100700.0
2020-02-24,285.51001,286.619995,281.019989,281.019989,281.019989,132800.0
2020-02-25,280.480011,284.630005,279.769989,284.23999,284.23999,117000.0
2020-02-26,278.450012,281.980011,277.679993,279.940002,279.940002,119600.0
2020-02-27,279.459991,281.089996,276.070007,277.089996,277.089996,110500.0
2020-02-28,272.329987,273.980011,267.230011,268.019989,268.019989,202600.0
2020-03-02,269.589996,272.600006,265.700012,270.369995,270.369995,163700.0
2020-03-03,277.440002,277.540009,270.790009,271.559998,271.559998,146700.0
2020-03-04,270.130005,278.899994,270.130005,278.130005,278.130005,208500.0
2020-03-05,280.660004,282.049988,277.910004,281.380005,281.380005,147400.0
2020-03-06,276.73999,278.309998,274.0,275.100006,275.100006,140900.0
2020-03-09,266.390015,267.75,261.76001,263.109985,263.109985,182700.0
2020-03-10,261.940002,265.570007,260.75,264.670013,264.670013,173100.0
2020-03-11,264.630005,265.040009,255.690002,257.01001,257.01001,194200.0
2020-03-12,253.929993,255.490005,243.759995,247.619995,247.619995,242500.0
2020-03-13,231.710007,246.190002,227.360001,240.649994,240.649994,298900.0
2020-03-16,245.210007,245.210007,232.759995,232.970001,232.970001,175100.0
2020-03-17,222.940002,234.559998,222.460007,226.889999,226.889999,216700.0
2020-03-18,228.630005,230.039993,215.809998,215.830002,215.830002,208000.0
2020-03-19,220.720001,220.850006,196.270004,199.279999,199.279999,303600.0
2020-03-20,204.839996,214.080002,200.539993,213.669998,213.669998,269300.0
2020-03-23,200.800003,206.660004,198.669998,201.869995,201.869995,210300.0
2020-03-24,207.649994,220.339996,205.410004,220.339996,220.339996,225700.0
2020-03-25,228.369995,233.419998,224.740005,232.889999,232.889999,306100.0
2020-03-26,231.910004,236.610001,229.220001,229.339996,229.339996,290800.0
2020-03-27,239.110001,239.479996,227.009995,233.789993,233.789993,249100.0
2020-03-30,227.050003,234.699997,225.089996,232.449997,232.449997,167200.0
2020-03-31,235.199997,237.470001,232.5,236.820007,236.820007,240400.0
2020-04-01,234.229996,237.520004,226.339996,226.350006,226.350006,228600.0
2020-04-02,227.470001,232.220001,223.600006,231.839996,231.839996,181800.0
2020-04-03,232.479996,234.449997,229.229996,231.699997,231.699997,181000.0
2020-04-06,234.399994,241.190002,233.75,240.809998,240.809998,190700.0
2020-04-07,245.649994,247.389999,240.679993,244.869995,244.869995,224500.0
2020-04-08,243.710007,246.990005,241.770004,241.889999,241.889999,173100.0
2020-04-09,246.130005,246.460007,243.110001,245.610001,245.610001,175900.0
2020-04-10,245.139999,248.210007,244.020004,248.0,248.0,286100.0
2020-04-13,246.589996,246.899994,243.389999,243.399994,243.399994,195900.0
2020-04-14,246.199997,248.550003,244.580002,247.449997,247.449997,193100.0
2020-04-16,244.990005,247.869995,243.610001,247.100006,247.100006,197500.0
2020-04-17,252.520004,257.369995,252.380005,255.020004,255.020004,287400.0
2020-04-20,253.850006,255.929993,251.460007,252.139999,252.139999,211000.0
2020-04-21,250.259995,251.880005,245.110001,249.399994,249.399994,257200.0
2020-04-22,246.160004,252.179993,244.559998,251.880005,251.880005,184500.0
2020-04-23,253.419998,255.220001,251.580002,253.740005,253.740005,163800.0
2020-04-24,252.470001,252.860001,249.190002,250.279999,250.279999,154300.0
2020-04-27,251.179993,255.789993,250.610001,254.839996,254.839996,151400.0
2020-04-28,255.910004,257.339996,253.220001,256.390015,256.390015,172400.0
2020-04-29,256.579987,259.670013,256.040009,258.149994,258.149994,184500.0
2020-05-04,252.440002,253.699997,250.339996,250.600006,250.600006,174000.0
2020-05-06,253.759995,255.009995,251.259995,255.0,255.0,133300.0
2020-05-07,253.880005,256.140015,253.369995,254.460007,254.460007,114400.0
2020-05-08,256.660004,258.290009,256.230011,256.619995,256.619995,125200.0
2020-05-11,257.670013,258.869995,254.589996,254.949997,254.949997,144300.0
2020-05-12,255.330002,255.559998,250.979996,253.369995,253.369995,166800.0
2020-05-13,250.029999,255.850006,249.949997,255.850006,255.850006,141200.0
2020-05-14,253.259995,254.389999,252.089996,253.649994,253.649994,167600.0
2020-05-15,255.339996,255.490005,252.020004,253.789993,253.789993,228900.0
2020-05-18,254.550003,256.309998,252.949997,255.440002,255.440002,223000.0
2020-05-19,261.119995,262.339996,259.959991,261.790009,261.790009,253300.0
2020-05-20,260.480011,263.25,260.480011,262.720001,262.720001,140300.0
2020-05-21,264.519989,264.850006,263.070007,263.73999,263.73999,159500.0
2020-05-22,263.820007,264.070007,258.339996,259.619995,259.619995,166000.0
2020-05-25,260.950012,262.820007,259.160004,262.76001,262.76001,125400.0
2020-05-26,263.480011,267.309998,262.950012,267.309998,267.309998,175400.0
2020-05-27,266.709991,269.170013,265.859985,267.640015,267.640015,247200.0
2020-05-28,270.170013,271.440002,264.850006,268.290009,268.290009,248900.0
2020-05-29,266.619995,269.609985,265.230011,268.320007,268.320007,269500.0
2020-06-01,269.290009,273.390015,268.929993,273.190002,273.190002,171500.0
2020-06-02,272.649994,276.470001,272.220001,276.079987,276.079987,251000.0
2020-06-03,279.140015,287.48999,278.980011,285.910004,285.910004,476500.0
2020-06-04,291.170013,292.899994,284.929993,286.450012,286.450012,364600.0
2020-06-05,286.299988,291.5,284.5,290.619995,290.619995,282100.0
2020-06-08,295.410004,295.679993,289.709991,290.769989,290.769989,286700.0
2020-06-09,293.959991,294.869995,287.829987,291.320007,291.320007,268600.0
2020-06-10,291.029999,292.920013,289.600006,291.899994,291.899994,229100.0
2020-06-11,289.980011,292.079987,284.290009,288.619995,288.619995,275900.0
2020-06-12,276.970001,282.540009,276.049988,281.779999,281.779999,232800.0
2020-06-15,278.609985,280.869995,267.950012,267.950012,267.950012,262400.0
2020-06-16,275.890015,282.589996,274.0,282.589996,282.589996,247900.0
2020-06-17,282.079987,284.899994,278.329987,283.019989,283.019989,337200.0
2020-06-18,281.73999,283.390015,280.019989,281.910004,281.910004,181600.0
2020-06-19,284.559998,284.700012,278.529999,283.369995,283.369995,189100.0
2020-06-22,281.01001,283.709991,280.339996,281.420013,281.420013,139800.0
2020-06-23,284.640015,286.040009,279.26001,281.940002,281.940002,163700.0
2020-06-24,283.709991,288.299988,283.299988,286.700012,286.700012,200600.0
2020-06-25,282.380005,284.359985,279.730011,279.730011,279.730011,153000.0
2020-06-26,283.359985,284.579987,280.649994,283.380005,283.380005,169000.0
2020-06-29,279.359985,281.769989,277.059998,278.040009,278.040009,137800.0
2020-06-30,282.549988,283.980011,280.089996,280.089996,280.089996,179500.0
2020-07-01,283.100006,283.839996,279.440002,280.26001,280.26001,133800.0
2020-07-02,281.299988,283.890015,280.709991,283.859985,283.859985,111400.0
2020-07-03,285.589996,286.089996,283.359985,285.890015,285.890015,100200.0
2020-07-06,286.839996,291.140015,286.309998,290.619995,290.619995,128100.0
2020-07-07,292.73999,292.980011,286.76001,286.769989,286.769989,156100.0
2020-07-08,287.200012,288.410004,285.179993,285.970001,285.970001,119400.0
2020-07-09,287.799988,289.410004,287.079987,287.25,287.25,140600.0
2020-07-10,287.869995,288.089996,283.51001,285.059998,285.059998,136800.0
2020-07-13,287.920013,290.48999,286.859985,289.839996,289.839996,127100.0
2020-07-14,288.420013,289.630005,286.890015,289.630005,289.630005,126300.0
2020-07-15,292.940002,294.420013,290.890015,292.269989,292.269989,168300.0
2020-07-16,292.339996,292.73999,288.459991,289.25,289.25,129400.0
2020-07-17,289.899994,292.100006,289.899994,291.570007,291.570007,118600.0
2020-07-20,292.76001,292.76001,289.01001,290.809998,290.809998,161800.0
2020-07-21,294.029999,296.109985,293.200012,295.160004,295.160004,367000.0
2020-07-22,294.709991,296.140015,293.390015,294.040009,294.040009,327300.0
2020-07-23,293.619995,293.619995,290.48999,292.369995,292.369995,251000.0
2020-07-24,289.839996,292.73999,289.420013,290.660004,290.660004,216200.0
2020-07-27,291.029999,295.26001,290.820007,293.51001,293.51001,193200.0
2020-07-28,296.529999,301.339996,296.380005,300.130005,300.130005,301300.0
2020-07-29,300.570007,303.51001,299.609985,301.25,301.25,264400.0
2020-07-30,303.130005,304.130005,301.48999,301.850006,301.850006,191800.0
2020-07-31,303.690002,304.160004,298.890015,299.320007,299.320007,202000.0
2020-08-03,299.570007,300.329987,297.570007,299.459991,299.459991,179728000.0
2020-08-04,302.5,304.269989,301.480011,303.040009,303.040009,219900.0
2020-08-05,303.940002,306.670013,302.910004,306.640015,306.640015,210800.0
2020-08-06,307.880005,312.839996,307.880005,311.320007,311.320007,254200.0
2020-08-07,311.98999,314.109985,310.0,312.570007,312.570007,299100.0
2020-08-10,312.75,317.839996,312.079987,316.769989,316.769989,261200.0
2020-08-11,317.630005,322.640015,317.559998,321.019989,321.019989,297600.0
2020-08-12,322.679993,322.679993,322.679993,322.679993,322.679993,0.0
2020-08-13,325.839996,326.220001,319.660004,323.329987,323.329987,285700.0
2020-08-14,321.589996,322.660004,316.279999,319.23999,319.23999,260400.0
2020-08-18,319.570007,321.690002,311.200012,312.839996,312.839996,247500.0
2020-08-19,315.959991,316.820007,313.179993,313.540009,313.540009,159900.0
2020-08-20,310.450012,312.769989,301.149994,301.589996,301.589996,249700.0
2020-08-21,306.170013,309.880005,303.149994,306.160004,306.160004,166300.0
2020-08-24,306.859985,310.269989,303.390015,309.329987,309.329987,142200.0
2020-08-25,312.450012,314.140015,310.570007,313.589996,313.589996,197800.0
2020-08-26,313.609985,315.079987,309.73999,314.190002,314.190002,193500.0
2020-08-27,314.459991,315.170013,311.369995,311.380005,311.380005,175600.0
2020-08-28,313.859985,315.950012,311.059998,312.23999,312.23999,256400.0
2020-08-31,315.459991,316.109985,307.119995,307.140015,307.140015,312200.0
2020-09-01,309.079987,311.149994,307.630005,309.809998,309.809998,342800.0
2020-09-02,311.690002,312.920013,308.519989,311.5,311.5,337000.0
2020-09-03,314.730011,317.459991,314.450012,316.429993,316.429993,342200.0
2020-09-04,308.25,312.640015,308.040009,312.029999,312.029999,408000.0
2020-09-07,312.079987,314.440002,310.929993,313.670013,313.670013,264700.0
2020-09-08,316.309998,317.429993,314.559998,317.380005,317.380005,227300.0
2020-09-09,313.540009,315.899994,312.899994,313.769989,313.769989,198500.0
2020-09-10,317.920013,318.380005,315.459991,316.529999,316.529999,234300.0
2020-09-11,315.640015,316.769989,313.200012,316.450012,316.450012,165200.0
2020-09-14,319.829987,321.220001,318.540009,320.980011,320.980011,176800.0
2020-09-15,321.820007,323.570007,320.540009,323.359985,323.359985,152400.0
2020-09-16,323.140015,324.190002,321.519989,322.309998,322.309998,146900.0
2020-09-17,321.299988,322.230011,316.920013,318.0,318.0,178300.0
2020-09-18,319.200012,319.809998,316.619995,318.390015,318.390015,153500.0
2020-09-21,318.130005,320.859985,314.779999,315.890015,315.890015,165900.0
2020-09-22,315.529999,316.019989,307.399994,308.820007,308.820007,304400.0
2020-09-23,311.5,311.76001,303.290009,309.640015,309.640015,208100.0
2020-09-24,304.850006,306.980011,301.950012,302.480011,302.480011,181200.0
2020-09-25,305.380005,305.549988,301.929993,303.570007,303.570007,156900.0
